Código Tabela Campo;Nome;Descrição;Código Tabela
27734;NfeValue;Valor da NF-e;828
27735;FiscDocNum;Número do documento fiscal;828
27736;RelatedTyp;Tipo relacionado;828
27737;RelatedEnt;Entrada relacionada;828
27738;CCDEntry;CCD Abs. Entry;828
27739;NfePrntFo;Formato de impressão NF-e;828
2774;TransCat;Ctg.transação;86
27740;ZrdAbs;Número do resumo diário de POS;828
27741;POSRcptNo;Número do recibo de POS;828
27742;FoCTax;Gratuito (PN) - Imposto;828
27743;FoCTaxFC;Gratuito (PN) - Imposto (ME);828
27744;FoCTaxSC;Gratuito (PN) - Imposto (MS);828
27745;TpCusPres;Tipo de presença de usuário final;828
27746;ExcDocDate;Data de documento de imposto seletivo;828
27747;FoCFrght;Frete gratuito;828
27748;FoCFrghtFC;Frete FC gratuito;828
27749;FoCFrghtSC;Frete MS gratuito;828
2775;FormNo;Nº do formulário;86
27750;InterimTyp;Tipo de provisório;828
27751;PTICode;Código POI;828
27752;Letter;Carta;828
27753;FolNumFrom;Nº fólio de;828
27754;FolNumTo;Nº página até;828
27755;FolSeries;Série de página;828
27756;SplitTax;Dividir imposto sobre pagamento;828
27757;SplitTaxFC;Dividir imposto sobre pagamento ME;828
27758;SplitTaxSC;Dividir imposto sobre pagamento MS;828
27759;ToBinCode;Para posição no depósito;828
2776;TaxId11;ID 11 impos.;86
27760;PermitNo;Permit Number;828
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2777;StreetS;Rua;86
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2778;BlockS;Bloqueio;86
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2779;BuildingS;Complemento;86
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
278;ApplAmntFC;Valor IRF aplicado (ME);20
2780;CityS;Cidade;86
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2781;ZipCodeS;CEP;86
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2782;CountyS;Município;86
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2783;StateS;Estado;86
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2784;CountryS;País;86
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2785;AddrTypeS;Tipo de logradouro;86
;;;
;;;
;;;
27853;DocEntry;ID interno do documento;829
27854;CreateDate;Data de criação;829
27855;DocTime;Hora da geração;829
27856;IOffIncAcc;Conta de contrapartida para estoque - Conta de aumento;829
27857;DOffDecAcc;Conta de contrapartida para estoque - Conta de redução;829
27858;DocDate;Data de lançamento;829
27859;Reference;Referência;829
2786;StreetNoS;Rua nº;86
27860;Comments;Observações;829
27861;DocDueDate;Data de vencimento;829
27862;Reference2;Referência 2;829
27863;ObjType;Tipo de objeto;829
27864;DocNum;Nº do documento;829
27865;Series;Série;829
27866;PriceSrc;Fonte de preços;829
27867;PriceList;Lista de preços;829
27868;JrnlMemo;Observações do diário;829
27869;TaxDate;Data do documento;829
2787;StreetB;Rua;86
27870;Status;Status;829
27871;LogIns;Instância do registro em log - histórico;829
27872;UserSign2;Atualizar usuário - Histórico;829
27873;UpdateDate;Data da atualização - histórico;829
27874;WddStatus;Status da autorização;829
27875;DraftKey;ID interno do documento de esboço;829
27876;Printed;Impresso;829
27877;DocTotal;Total do documento;829
27878;BPLId;Filial;829
27879;BPLName;Nome da filial;829
2788;BlockB;Bloqueio;86
27880;UpdateTS;Atualizar tempo integral;829
27881;PIndicator;Indicador do período;829
27882;DocEntry;ID interno do documento;830
27883;CreateDate;Data de criação;830
27884;DocTime;Hora da geração;830
27885;IOffIncAcc;Conta de contrapartida para estoque - Conta de aumento;830
27886;DOffDecAcc;Conta de contrapartida para estoque - Conta de redução;830
27887;DocDate;Data de lançamento;830
27888;Reference;Referência;830
27889;Comments;Observações;830
2789;BuildingB;Complemento;86
27890;DocDueDate;Data de vencimento;830
27891;Reference2;Referência 2;830
27892;ObjType;Tipo de objeto;830
27893;DocNum;Nº do documento;830
27894;Series;Série;830
27895;PriceSrc;Fonte de preços;830
27896;PriceList;Lista de preços;830
27897;JrnlMemo;Observações do diário;830
27898;Status;Status;830
27899;LogIns;Instância do registro em log - histórico;830
279;Category;Categoria;20
2790;CityB;Cidade;86
27900;UserSign2;Atualização de usuário - histórico;830
27901;UpdateDate;Data da atualização - histórico;830
27902;CountDate;Data da contagem;830
27903;CountTime;Hora da contagem;830
27904;WddStatus;Status da autorização;830
27905;DraftKey;ID interno do documento de esboço;830
27906;Printed;Impresso;830
27907;DocTotal;Total do documento;830
27908;BPLId;Filial;830
27909;BPLName;Nome da filial;830
2791;ZipCodeB;CEP;86
27910;UpdateTS;Atualizar tempo integral;830
27911;CopyOption;Cópia DI da opção;830
27912;BaseEntry;Entrada de documento contábil de base;830
27913;PIndicator;Indicador do período;830
27914;DocNum;Nº do documento;831
27915;DocDate;Data de lançamento;831
27916;DocDueDate;Data de vencimento;831
27917;CardCode;Código do fornecedor;831
27918;SuppName;Nome do fornecedor;831
27919;AgentCode;Código de substituição;831
2792;CountyB;Município;86
27920;AgentName;Nome de substituição;831
27921;DocStatus;Status do documento;831
27922;AgentNum;Nº do arquivo;831
27923;Descr;Observações;831
27924;Ref1;Referência 1;831
27925;Ref2;Referência 2;831
27926;DocCur;Moeda do documento;831
27927;DocRate;Taxa de documento;831
27928;ExpCustom;Alfândega prevista;831
27929;ActCustom;Taxa alfandegária da importação real;831
2793;StateB;Estado;86
27930;Vat1;Imposto 2;831
27931;Vat2;Imposto 2;831
27932;BeforeVat;Total antes do imposto;831
27933;DocTotal;Total do documento;831
27934;CostSum;Total de custos;831
27935;DocTime;Hora da geração;831
27936;Canceled;Cancelado;831
27937;ExCustomFC;Alfândega prevista (ME);831
27938;AcCustomFC;Taxa alfandegária de importação real;831
27939;Vat1FC;Imposto 1 (ME);831
2794;CountryB;País;86
27940;Vat2FC;Imposto 2 (ME);831
27941;BeforVatFC;Total antes de imposto (ME);831
27942;DocTotalFC;Total do documento (ME);831
27943;CostSumFC;Total custos (ME);831
27944;CloseDate;Data de encerramento;831
27945;BillOfLad;Nº conhecimento transporte;831
27946;TrnspCode;Categoria da entrega;831
27947;CostFactor;Fator de despesas;831
27948;UpdateDate;Data de atualização;831
27949;CreateDate;Data de criação;831
2795;AddrTypeB;Tipo de logradouro;86
27950;Transfered;Transferência de exercício;831
27951;TaxDate;Data do documento;831
27952;Series;Série;831
27953;JdtMemo;Detalhes da transação;831
27954;ObjType;Tipo de objeto;831
27955;ExCustomSC;Alfândega prevista (MS);831
27956;ActCustSC;Alfândega real (MS);831
27957;TtlCostSC;Total de despesas (MS);831
27958;OpenForLaC;Aberto para despesas de importação;831
27959;incCustom;Incluir despesas alfandegárias;831
2796;StreetNoB;Rua nº;86
27960;SeqCode;Código da seqüência;831
27961;Serial;Nº de série;831
27962;SeriesStr;Cadeia de séries;831
27963;SubStr;Cadeia de subséries;831
27964;SupplCode;Código adicional;831
27965;AtcEntry;Entrada de anexo;831
27966;DocEntry;ID interno do documento;833
27967;CreateDate;Data de criação;833
27968;DocTime;Hora da geração;833
27969;IOffIncAcc;Conta de contrapartida para estoque - Conta de aumento;833
2797;ImpORExp;Importação ou exportação;86
27970;DOffDecAcc;Conta de contrapartida para estoque - Conta de redução;833
27971;DocDate;Data de lançamento;833
27972;Reference;Referência;833
27973;Comments;Observações;833
27974;DocDueDate;Data de vencimento;833
27975;Reference2;Referência 2;833
27976;ObjType;Tipo de objeto;833
27977;DocNum;Nº do documento;833
27978;Series;Série;833
27979;PriceSrc;Fonte de preços;833
2798;Vat;IVA;86
27980;PriceList;Lista de preços;833
27981;JrnlMemo;Observações do diário;833
27982;TaxDate;Data do documento;833
27983;Status;Status;833
27984;LogIns;Instância do registro em log - histórico;833
27985;UserSign2;Atualizar usuário - Histórico;833
27986;UpdateDate;Data da atualização - histórico;833
27987;WddStatus;Status da autorização;833
27988;DraftKey;ID interno do documento de esboço;833
27989;Printed;Impresso;833
2799;AltCrdNamB;Nome alternativo do parceiro de negócios;86
27990;DocTotal;Total do documento;833
27991;BPLId;Filial;833
27992;BPLName;Nome da filial;833
27993;UpdateTS;Atualizar tempo integral;833
27994;PIndicator;Indicador do período;833
27995;DocEntry;ID interno do documento;834
27996;CreateDate;Data de criação;834
27997;DocTime;Hora da geração;834
27998;IOffIncAcc;Inventory Offset - Increase Ac;834
27999;DOffDecAcc;Conta de contrapartida para estoque - Conta de redução;834
28;DebLTotal;Débito total do orçamento anual (moeda corrente);3
280;Criteria;Critérios;20
2800;AltTaxIdB;ID alternativo de imposto;86
28000;DocDate;Data de lançamento;834
28001;Reference;Referência;834
28002;Comments;Observações;834
28003;DocDueDate;Data de vencimento;834
28004;Reference2;Referência 2;834
28005;ObjType;Tipo de objeto;834
28006;DocNum;Nº do documento;834
28007;Series;Série;834
28008;PriceSrc;Fonte de preços;834
28009;PriceList;Lista de preços;834
2801;Address2S;Endereço nome 2;86
28010;JrnlMemo;Observações do diário;834
28011;Status;Status;834
28012;LogIns;Instância do registro em log - histórico;834
28013;UserSign2;Atualização de usuário - histórico;834
28014;UpdateDate;Data da atualização - histórico;834
28015;CountDate;Data da contagem;834
28016;CountTime;Hora da contagem;834
28017;WddStatus;Status da autorização;834
28018;DraftKey;ID interno do documento de esboço;834
28019;Printed;Impresso;834
2802;Address3S;Endereço nome 3;86
28020;DocTotal;Total do documento;834
28021;BPLId;Filial;834
28022;BPLName;Nome da filial;834
28023;UpdateTS;Atualizar tempo integral;834
28024;CopyOption;Cópia DI da opção;834
28025;BaseEntry;Entrada de documento contábil de base;834
28026;PIndicator;Indicador do período;834
28027;CategoryId;Category Id;835
28028;ParentId;Parent Category Id;835
28029;Name;Category Name;835
2803;Address2B;Endereço nome 2;86
28030;ResKey;Resource Key;835
28031;Comment;Comment;835
28032;System;System;835
28033;CreateBy;Created By;835
28034;CreateDate;Creation Timestamp;835
28035;ModifyBy;Modified By;835
28036;ReportId;Report Id;836
28037;Type;Type;836
28038;CategoryId;Category Id;836
28039;Revision;Revision;836
2804;Address3B;Endereço nome 3;86
28040;Title;Title;836
28041;Definition;Report Definition;836
28042;System;System;836
28043;CreateBy;Created By;836
28044;CreateDate;Creation Timestamp;836
28045;ModifyBy;Modified By;836
28046;EffectDate;Data de vencimento;837
28047;InstrCode;Instrução;838
28048;InstrDespt;Descrição;838
28049;AbsEntry;Chave interna;839
2805;MainUsage;Código de uso principal do documento;86
28050;DeclDescr;Descrição;839
28051;DateFrom;Data de início da declaração;839
28052;DateTo;Data de término da declaração;839
28053;RunDate;Data de execução;839
28054;ImpExpInd;Indicador de importação/exportação;839
28055;Status;Status;839
28056;MsgType;Tipo de mensagem;839
28057;TtlDocVal;Valor total do documento;839
28058;DocCount;Número total de documentos;839
28059;CompName;Nome da empresa;839
2806;GlbLocNumS;Número global de localização;86
28060;CompDeclID;ID de declaração da empresa;839
28061;CompStreet;Rua da empresa;839
28062;CompCity;Cidade da empresa;839
28063;CompZip;Código postal empresa;839
28064;CompCntry;País da empresa;839
28065;DeclCntry;País da declaração;839
28066;CntPersID;ID da pessoa de contato;839
28067;CntPerson;Pessoa de contato;839
28068;CntEmail;E-mail do contato;839
28069;CntPhone;Telefone de contato;839
2807;GlbLocNumB;Número global de localização;86
28070;CntFax;Fax do contato;839
28071;VATRegNo;Número de registro do IVA do negociante;839
28072;VATRegEx;Extensão do número de registro do IVA;839
28073;DeclNum;Nº declaração seqüencial;839
28074;DeclNoEx;Nº da declaração no período;839
28075;HeaderId;ID do cabeçalho;839
28076;DeclStat;Status de declaração;839
28077;DeclDept;Departamento de declaração;839
28078;DeclCurr;Moeda de declaração;839
28079;ObligLvl;Grau de obrigação;839
2808;CollectDT;Data e hora da cobrança;86
28080;TaxState;Estado federal da repartição pública de finanças;839
28081;CustOffc;Posto alfandegário;839
28082;CustOffID;ID do posto alfandegário;839
28083;DeclSerNo;Número sequencial da declaração;839
28084;IntCtrlRef;Referência de controle de intercâmbio;839
28085;Addr1_3p;Endereço de terceiros parte 1;839
28086;Addr2_3p;Endereço de terceiros parte 2;839
28087;Addr3_3p;Endereço de terceiros parte 3;839
28088;Addr4_3p;Endereço de terceiros parte 4;839
28089;CntPers_3p;Pessoa de contato de terceiros;839
2809;TransprtDT;Data inicial do transporte;86
28090;CntPhon_3p;Telefone de contato de terceiros;839
28091;CntFax_3p;Fax de contato de terceiros;839
28092;FreeTxt1;Texto livre linha 1;839
28093;FreeTxt2;Texto livre linha 2;839
28094;FreeTxt3;Texto livre linha 3;839
28095;FreeTxt4;Texto livre linha 4;839
28096;FreeTxt5;Texto livre linha 5;839
28097;ValidKey;Validação identificação chave;839
28098;ISDeclOffc;Posto de declaração do Intrastat;839
28099;ReleaseVer;Versão liberada;839
281;Account;Conta contábil;20
2810;TransprtRS;Transport Reason;86
28100;UserSign;Criado pelo usuário;839
28101;PosCredVal;Valores positivos da nota de crédito;839
28102;IncPrevDoc;Incluir documentos anteriores;839
28103;DeclPeriod;Período de declaração;839
28104;Box1;Caixa 1: periodicidade;839
28105;Box2;Caixa 2: atividade da empresa;839
28106;GroupData;Exibição de grupos de dados;839
28107;CstRecSt;Seção específica do usuário;839
28108;TaxCodeExt;Extensão do código de imposto;839
28109;ExportPath;Caminho de exportação;839
2811;TaxId12;ID 12 impos.;86
28110;LLEFMAbs;ID do modelo de EFM;839
28111;SimpProc;Procedimento simplificado;839
28112;DspNMass;Solicitar todos os dados;839
28113;ExlDocQt;Excluir documentos com quantidade menor que;839
28114;DocQtLm;Limite de quantidade de documentos;839
28115;ExlDocAm;Excluir documentos com valor menor qu;839
28116;DocAmLm;Limite de montante de documentos;839
28117;RunTime;Tempo de execução;839
28118;AddonRun;Execução de add-on atualizado;839
28119;BaseDecl;Declaração base;839
2812;DocEntry;ID interno do documento;87
28120;ItmsGrpCod;Número;840
28121;ItmsGrpNam;Nome do grupo;840
28122;BalInvntAc;Conta de estoque;840
28123;SaleCostAc;Conta de custo de produtos vendidos;840
28124;TransferAc;Conta de alocação;840
28125;RevenuesAc;Conta de receita;840
28126;VarianceAc;Conta de variações;840
28127;DecreasAc;Conta de contrapartida para estoque - Conta de redução;840
28128;IncreasAc;Conta de contrapartida para estoque - Conta de aumento;840
28129;ReturnAc;Conta de devoluções;840
2813;LineNum;Nº da linha;87
28130;ExpensesAc;Conta de despesas;840
28131;EURevenuAc;Conta de receita - UE;840
28132;EUExpensAc;Conta de despesas - UE;840
28133;FrRevenuAc;Conta de receita - estrangeira;840
28134;FrExpensAc;Conta de despesas - estrangeira;840
28135;ExmptIncom;Conta de receita isenta de imposto;840
28136;CycleCode;Código do ciclo;840
28137;Alert;Alerta;840
28138;PriceDifAc;Conta de diferenças de preço;840
28139;ExchangeAc;Conta de diferenças da taxa de câmbio;840
2814;GroupNum;Nº do grupo;87
28140;BalanceAcc;Conta de compensação de mercadoria;840
28141;PurchaseAc;Conta de compras;840
28142;PAReturnAc;Conta de devolução de compras;840
28143;PurchOfsAc;Conta de contrapartida de compras;840
28144;ShpdGdsAct;Conta de mercadorias enviadas;840
28145;VatRevAct;IVA em conta de receita;840
28146;DecresGlAc;Conta de redução do Razão;840
28147;IncresGlAc;Conta de aumento do Razão;840
28148;InvntSys;Sistema do inventário;840
28149;PlaningSys;Método de planejamento;840
2815;ExpnsCode;Código de despesas adicionais;87
28150;PrcrmntMtd;Método de suprimento;840
28151;OrdrIntrvl;Intervalo do pedido;840
28152;OrdrMulti;Solicitar múltiplos de;840
28153;MinOrdrQty;Quantidade mín.pedido;840
28154;LeadTime;Tempo de processamento;840
28155;StokRvlAct;Conta de reavaliação do estoque;840
28156;StkOffsAct;Conta de contrapartida para reavaliação do estoque;840
28157;WipAcct;Conta de material em processo;840
28158;WipVarAcct;Conta de variação do estoque de material em processo;840
28159;CostRvlAct;Conta de reavaliação CPV;840
2816;LineTotal;Total;87
28160;CstOffsAct;Conta de contrapartida de reavaliação CPV;840
28161;ExpClrAct;Conta de compensação de despesas;840
28162;ExpOfstAct;Conta de contrapartida de despesas;840
28163;Object;Tipo de objeto - histórico;840
28164;logInstanc;Instância do registro em log - histórico;840
28165;createDate;Data de criação - histórico;840
28166;userSign2;Atualização de usuário - histórico;840
28167;updateDate;Data da atualização - histórico;840
28168;ARCMAct;Conta de crédito de vendas;840
28169;ARCMFrnAct;Conta de crédito de vendas - estrangeira;840
2817;TotalFrgn;Total (ME);87
28170;ARCMEUAct;Conta de crédito de vendas - UE;840
28171;ARCMExpAct;Conta crédito isenta de imposto;840
28172;APCMAct;Conta de crédito de compra;840
28173;APCMFrnAct;Conta de crédito de compras - estrangeira;840
28174;APCMEUAct;Conta de crédito de compras - UE;840
28175;RevRetAct;Conta de devoluções de receita;840
28176;ItemClass;Serviço ou material;840
28177;OSvcCode;Código serviço prestado;840
28178;ISvcCode;Código serviço contratado;840
28179;ServiceGrp;Grupo de serviço;840
2818;TotalSumSy;Total (MS);87
28180;NCMCode;Código NCM;840
28181;MatType;Tipo de material;840
28182;MatGrp;Grupo de materiais;840
28183;ProductSrc;Fonte do produto;840
28184;NegStckAct;Conta de ajuste do inventário negativo;840
28185;StkInTnAct;Conta de estoque em trânsito;840
28186;PurBalAct;Conta de saldo de compras;840
28187;WhICenAct;Conta CENVAT de entrada (DP);840
28188;WhOCenAct;Conta CENVAT de saída (DP);840
28189;WipOffset;Conta de demonstração de resultados da contrapartida do material em processo;840
2819;PaidToDate;Pago até a data;87
28190;StockOffst;Conta de demonstração de  resultados da contrapartida para estoque;840
28191;UgpEntry;Entrada de grupo de unidades de medida padrão;840
28192;IUoMEntry;Unidade de medida de estoque padrão;840
28193;ToleranDay;Dias de tolerância;840
28194;RuleCode;Código da regra de verificação;840
28195;CompoWH;Depósito de componente;840
28196;FreeChrgSA;Conta de venda gratuita;840
28197;FreeChrgPU;Conta de compras gratuita;840
28198;ItmsTypCod;Número;841
28199;LogEntry;ID interno log;842
282;Type;Tipo de imposto retido na fonte;20
2820;PaidFC;Pago (ME);87
28200;TransId;ID da transação;842
28201;ItemCode;Código do item;842
28202;ItemName;Descrição do item;842
28203;ManagedBy;Método de administração;842
28204;DocEntry;ID interno do documento;842
28205;DocLine;Nº linha documento;842
28206;DocType;Tipo de transação;842
28207;DocNum;Nº do documento;842
28208;BaseEntry;ID interno do documento base;842
28209;BaseLine;Nº linha doc.base;842
2821;PaidSys;Pago (MS);87
28210;BaseType;Tipo de documento base;842
28211;ApplyEntry;ID interno doc.aplicado;842
28212;ApplyLine;Nº linha doc.aplicado;842
28213;ApplyType;Tipo doc.aplicado;842
28214;DocDate;Data lançamento documento;842
28215;CardCode;Código do PN;842
28216;CardName;Nome do PN;842
28217;DocQty;Quantidade doc.;842
28218;StockQty;Quantidade que afeta o estoque;842
28219;DefinedQty;Qtd.definida enviada não faturada;842
2822;ObjType;Tipo de objeto;87
28220;StockEff;Efeito no estoque;842
28221;CreateDate;Data de criação;842
28222;LocType;Tipo de local;842
28223;LocCode;Código local;842
28224;AppDocNum;Nº doc.aplicado;842
28225;VersionNum;Version Number;842
28226;Transfered;Year Tranfer;842
28227;Instance;INSTANCE;842
28228;SubLineNum;Número de sublinha;842
28229;BSubLineNo;Número de sublinha base;842
2823;TaxStatus;Sujeito a imposto;87
28230;AppSubLine;Número de sublinha aplicada;842
28231;ActBaseTp;Tipo base real;842
28232;ActBaseEnt;Entrada base real;842
28233;ActBaseLn;Linha base real;842
28234;ActBasSubL;Linha secundária base real;842
28235;AllocateTp;Atribuir tipo de documento;842
28236;AllocatEnt;Atribuir entrada do documento;842
28237;AllocateLn;Atribuir linha do documento;842
28238;ItemCode;Nº do item;843
28239;ItemName;Descrição do item;843
2824;VatSum;Valor do imposto;87
28240;FrgnName;Nome estrangeiro;843
28241;ItmsGrpCod;Grupo de itens;843
28242;CstGrpCode;Grupo taxas aduaneiras;843
28243;VatGourpSa;Definição do imposto;843
28244;CodeBars;Código de barras;843
28245;VATLiable;Sujeito a imposto;843
28246;PrchseItem;Item de compra;843
28247;SellItem;Item de venda;843
28248;InvntItem;Item de estoque;843
28249;OnHand;Em estoque;843
2825;VatSumFrgn;Valor do imposto (ME);87
28250;IsCommited;Quantidade encomendada por clientes;843
28251;OnOrder;Qtd.encomend.fornecedor.;843
28252;IncomeAcct;Conta de receita;843
28253;ExmptIncom;Conta de receita isenta de imposto;843
28254;MaxLevel;Estoque máximo;843
28255;DfltWH;Depósito padrão;843
28256;CardCode;Fornecedor preferencial;843
28257;SuppCatNum;Nº catálogo do fabricante;843
28258;BuyUnitMsr;Unidade de medida de compra;843
28259;NumInBuy;Nº de itens por unidade de compras;843
2826;VatSumSy;Valor do imposto (MS);87
28260;ReorderQty;Solicitado (UM compras);843
28261;MinLevel;Estoque mínimo;843
28262;LstEvlPric;Último preço analisado;843
28263;LstEvlDate;Data do último preço de reavaliação;843
28264;Canceled;Item cancelado [Sim/Não];843
28265;SalUnitMsr;Unidade de medida de vendas;843
28266;NumInSale;Nº de itens por unidade de vendas;843
28267;Consig;Depósito de mercadoria em consignação;843
28268;Counted;Quantidade contada no inventário;843
28269;EvalSystem;Método de avaliação;843
2827;DedVatSum;Valor de imposto dedutível;87
28270;PicturName;Imagem;843
28271;UserText;Observações sobre o item;843
28272;CommisPcnt;% comissão para o item;843
28273;CommisSum;Comissão total para o item;843
28274;CommisGrp;Grupo de comissões;843
28275;TreeType;Tipo de estrutura de produtos;843
28276;TreeQty;Nº de unidades;843
28277;LastPurPrc;Último preço de compra;843
28278;LastPurCur;Última moeda de compra;843
28279;LastPurDat;Última data de compra;843
2828;DedVatSumF;Valor de imposto dedutível (ME);87
28280;ExitPrice;Preço de emissão;843
28281;ExitWH;Liberar depósito;843
28282;AssetItem;Ativos fixos;843
28283;WasCounted;Contado;843
28284;ManSerNum;Administração de nºs de série;843
28285;SHeight1;Altura 1 - unidade de venda;843
28286;SHght1Unit;Altura 1 - UM para vendas;843
28287;SHeight2;Altura 2 - unidade de venda;843
28288;SHght2Unit;Altura 2 - UM para vendas;843
28289;SWidth1;Largura 1 - unidade de venda;843
2829;DedVatSumS;Valor de imposto dedutível (MS);87
28290;SWdth1Unit;Largura 1 - UM para vendas;843
28291;SWidth2;Largura 2 - unidade de venda;843
28292;SWdth2Unit;Largura 2 - UM para vendas;843
28293;SLength1;Comprimento 1 - unidade de venda;843
28294;SLen1Unit;Comprimento 1 - UM para vendas;843
28295;Slength2;Comprimento 2 - unidade de venda;843
28296;SLen2Unit;Comprimento 2 - UM para vendas;843
28297;SVolume;Volume - unidade de venda;843
28298;SVolUnit;Volume - UM para vendas;843
28299;SWeight1;Peso 1 - unidade de venda;843
283;RoundType;Tipo de arredondamento;20
2830;TaxCode;Código de imposto;87
28300;SWght1Unit;Peso 1 - UM para vendas;843
28301;SWeight2;Peso 2 - unidade de venda;843
28302;SWght2Unit;Peso 2 - UM para vendas;843
28303;BHeight1;Altura 1 - unidade de compra;843
28304;BHght1Unit;Altura 1 - UM para compras;843
28305;BHeight2;Altura 2 - unidade de compra;843
28306;BHght2Unit;Altura 2 - UM para compras;843
28307;BWidth1;Largura 1 - unidade de compra;843
28308;BWdth1Unit;Largura 1 - UM para compras;843
28309;BWidth2;Largura 2 - unidade de compra;843
2831;TaxType;Tipo de imposto;87
28310;BWdth2Unit;Largura 2 - UM para compras;843
28311;BLength1;Comprimento 1 - unidade de compra;843
28312;BLen1Unit;Comprimento 1 - UM para compras;843
28313;Blength2;Comprimento 2 - unidade de compra;843
28314;BLen2Unit;Comprimento 2 - UM para compras;843
28315;BVolume;Quantidade - unidade de compra;843
28316;BVolUnit;Volume - UM para compras;843
28317;BWeight1;Peso 1 - unidade de compra;843
28318;BWght1Unit;Peso 1 - UM para compras;843
28319;BWeight2;Peso 2 - unidade de compra;843
2832;VatApplied;IVA aplicado;87
28320;BWght2Unit;Peso 2 - UM para compras;843
28321;FixCurrCms;Moeda da comissão fixa;843
28322;FirmCode;Fabricante;843
28323;LstSalDate;Data da última venda;843
28324;QryGroup1;Característica 1;843
28325;QryGroup2;Característica 2;843
28326;QryGroup3;Característica 3;843
28327;QryGroup4;Característica 4;843
28328;QryGroup5;Característica 5;843
28329;QryGroup6;Característica 6;843
2833;VatAppldFC;IVA aplicado estrang.;87
28330;QryGroup7;Característica 7;843
28331;QryGroup8;Característica 8;843
28332;QryGroup9;Característica 9;843
28333;QryGroup10;Característica 10;843
28334;QryGroup11;Característica 11;843
28335;QryGroup12;Característica 12;843
28336;QryGroup13;Característica 13;843
28337;QryGroup14;Característica 14;843
28338;QryGroup15;Característica 15;843
28339;QryGroup16;Característica 16;843
2834;VatAppldSC;IVA aplicado sist.;87
28340;QryGroup17;Característica 17;843
28341;QryGroup18;Característica 18;843
28342;QryGroup19;Característica 19;843
28343;QryGroup20;Característica 20;843
28344;QryGroup21;Característica 21;843
28345;QryGroup22;Característica 22;843
28346;QryGroup23;Característica 23;843
28347;QryGroup24;Característica 24;843
28348;QryGroup25;Característica 25;843
28349;QryGroup26;Característica 26;843
2835;EquVatPer;% taxa compensatória;87
28350;QryGroup27;Característica 27;843
28351;QryGroup28;Característica 28;843
28352;QryGroup29;Característica 29;843
28353;QryGroup30;Característica 30;843
28354;QryGroup31;Característica 31;843
28355;QryGroup32;Característica 32;843
28356;QryGroup33;Característica 33;843
28357;QryGroup34;Característica 34;843
28358;QryGroup35;Característica 35;843
28359;QryGroup36;Característica 36;843
2836;EquVatSum;Taxa compensatória total;87
28360;QryGroup37;Característica 37;843
28361;QryGroup38;Característica 38;843
28362;QryGroup39;Característica 39;843
28363;QryGroup40;Característica 40;843
28364;QryGroup41;Característica 41;843
28365;QryGroup42;Característica 42;843
28366;QryGroup43;Característica 43;843
28367;QryGroup44;Característica 44;843
28368;QryGroup45;Característica 45;843
28369;QryGroup46;Característica 46;843
2837;EquVatSumF;Taxa compensatória total (ME);87
28370;QryGroup47;Característica 47;843
28371;QryGroup48;Característica 48;843
28372;QryGroup49;Característica 49;843
28373;QryGroup50;Característica 50;843
28374;QryGroup51;Característica 51;843
28375;QryGroup52;Característica 52;843
28376;QryGroup53;Característica 53;843
28377;QryGroup54;Característica 54;843
28378;QryGroup55;Característica 55;843
28379;QryGroup56;Característica 56;843
2838;EquVatSumS;Taxa compensatória total (MS);87
28380;QryGroup57;Característica 57;843
28381;QryGroup58;Característica 58;843
28382;QryGroup59;Característica 59;843
28383;QryGroup60;Característica 60;843
28384;QryGroup61;Característica 61;843
28385;QryGroup62;Característica 62;843
28386;QryGroup63;Característica 63;843
28387;QryGroup64;Característica 64;843
28388;CreateDate;Data de produção;843
28389;UpdateDate;Data de atualização;843
2839;lineVat;Valor de imposto líquido;87
28390;SalFactor1;Fator de venda 1;843
28391;SalFactor2;Fator de venda 2;843
28392;SalFactor3;Fator de venda 3;843
28393;SalFactor4;Fator de venda 4;843
28394;PurFactor1;Fator de compra 1;843
28395;PurFactor2;Fator de compra 2;843
28396;PurFactor3;Fator de compra 3;843
28397;PurFactor4;Fator de compra 4;843
28398;SalFormula;Fórmula de vendas;843
28399;PurFormula;Fórmula de compras;843
284;BaseType;Tipo básico;20
2840;lineVatlF;Valor de imposto líquido (ME);87
28400;VatGroupPu;Definição do imposto sobre vendas;843
28401;AvgPrice;Custo do item;843
28402;PurPackMsr;Unidade de medida da embalagem (compras);843
28403;PurPackUn;Quantidade por embalagem (compras);843
28404;SalPackMsr;Unidade de medida da embalagem (vendas);843
28405;SalPackUn;Quantidade por embalagem (vendas);843
28406;ManBtchNum;Administrar nº de lote [Sim/Não];843
28407;ManOutOnly;Administrar apenas o nº de série na saída;843
